SiteFactID,SiteSourceID,Name,UDSNumber,Phone,Fax,AdminPhone,Site,Hours,MigrantHealth,CommunityHealth,SchoolBased,PublicHousing,Homeless,Address,City,State,ZIP,LocationSetting,LocationType,HealthCenterType,OperationalSchedule,OperatingCalendar,CountyFIPS,County,StateCountyFIPS,StateFIPS,State_Name,HHSRegion,BPHCAssignedNumber,SiteOpenDate,SiteAddtoScopeDate,lat,lon,filter_$
6605,8AE15338-37B5-4F51-8866-5A4E89116369,LEESVILLE HEALTH CENTER,06019B,800-308-7569,337-239-2225,318-352-9299,http://www.outpatientmedical.org,42,N,Y,N,N,N,900 N 5th St Ste 14,Leesville,LA,71446-3530,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,115,Vernon,22115,22,Louisiana,Region VI,BPS-H80-001991,30689,30687,31.150977,-93.263716,1
6757,6EFE2140-3D0D-4C4F-BDBF-E4492B513641,DESIARD STREET CLINIC,06848B,318-651-9914,318-410-0688,318-388-1250,,47,N,Y,N,Y,Y,2913 Desiard St,Monroe,LA,71201-7207,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Ouachita,22073,22,Louisiana,Region VI,BPS-H80-005046,37628,37628,32.519216,-92.087957,1
6858,4D5C26EF-5563-4820-A571-7235F5ACCBE2,Idlewild Nursing Home,,,225-683-1312,225-683-5292 x115,www.rkmcare.org,3,N,Y,N,N,N,Hwy 10,Saint Francisville,LA,70775,Nursing Home,Permanent,Service Delivery Site,Unknown,Year-Round,125,West Feliciana,22125,22,Louisiana,Region VI,BPS-H80-007809,36161,39659,30.841648,-91.27583,1
6965,208EEF8C-8D88-4126-8B66-76100A5F1E78,EXCELth FAMILY HLTH CTR MOBILE VAN,06287L,504-524-1210,504-524-1491,504-524-1210,www.excelth.com,35,N,Y,N,N,N,1515 Poydras St,New Orleans,LA,70112-3723,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-H80-006558,38749,38755,29.951899,-90.078544,1
7149,7F1052BB-7E43-44B7-BB84-DD33A0F9F1B7,Teche Action Clinic @ Reserve,,337-828-2550,337-828-2873,337-828-2550 x104,www.tabhealth.org,40,N,Y,N,N,N,471 Central Ave,Reserve,LA,70084-5509,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,95,St. John the Baptist,22095,22,Louisiana,Region VI,BPS-H80-007895,39721,39685,30.066507,-90.552021,1
7242,411E95CF-76B2-42F1-9C5F-D665223B7ED0,Southeast Community Health Systems - St. Helena Middle School Based Site,06371D,888-414-7247,888-334-9386,888-414-7247 x225,www.shchc.org,40,N,Y,N,N,N,RR 2 Box 22,Greensburg,LA,70441-9502,School,Permanent,Service Delivery Site,Full-Time,Year-Round,91,St. Helena,22091,22,Louisiana,Region VI,BPS-H80-004728,35886,35886,30.89601,-90.690189,1
7271,34DB84BB-8DF8-466B-A522-906D7AE1B921,SOUTHWEST LOUISIANA CENTER FOR HEALTH SERVICES,63380,337-439-9983,337-439-3224,337-439-9983,www.swlahealth.org,36,N,Y,N,Y,N,2000 Opelousas St,Lake Charles,LA,70601-2641,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,19,Calcasieu,22019,22,Louisiana,Region VI,BPS-H80-003178,28635,29587,30.242232,-93.192969,1
7425,1FA1D491-EA31-4A3B-89AA-38F8BB090E91,The Multipractice Clinic for Mental Health Services,,985-878-0066,985-878-0969,985-878-0066,,40,Y,Y,N,N,N,304 W 4th St,Independence,LA,70443-2387,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,105,Tangipahoa,22105,22,Louisiana,Region VI,BPS-H80-010207,39448,40498,30.635245,-90.50207,1
7536,CDBE89D9-1D73-4487-BA2A-6657AC30449C,St. Thomas CHC Administrative Offices,,504-529-5558,,504-529-5558,,,N,Y,N,N,N,1026 Josephine St,New Orleans,LA,70130-5010,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-H80-008404,12/31/1899,39873,29.929668,-90.075278,1
7691,39DE7524-64D2-4BEB-A80F-16996D5557E4,MEDICAL CENTER FAMILY DENISTRY,06248A,318-389-9941,318-389-9943,318-389-5727 x207,,40,N,Y,N,N,N,710 Chisum St,Sicily Island,LA,71368,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,25,Catahoula,22025,22,Louisiana,Region VI,BPS-H80-000531,37316,37316,31.848466,-91.657927,1
7712,F3B7D999-1CD2-4017-A403-FD1B5B1606E8,St Charles Community Health Center - Destrehan,,985-785-2045,985-785-0400,985-785-5800,,16,N,Y,N,N,N,105 Plantation Rd Ste 120,Destrehan,LA,70047-3050,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,89,St. Charles,22089,22,Louisiana,Region VI,BPS-H80-010522,40546,40669,29.970085,-90.376366,1
7810,297445B5-CC19-4779-9E61-87D65CB9AA30,JEFFERSON COMMUNITY HEALTH CARE CENTERS INC.,623760,504-436-2223,504-436-2224,504-436-2223,www.jeffersoncommunityhealthcare.com,45,N,Y,N,N,N,4028 U S Highway 90,Avondale,LA,70094,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,51,Jefferson,22051,22,Louisiana,Region VI,BPS-H80-002987,38142,38777,29.911432,-90.226531,1
7841,41557CB5-6AEE-4E19-AC09-C13763BF5829,NOELA Community Health Center,,,,504-255-9170,,,,,,,,4626 Alcee Fortier Blvd,New Orleans,LA,70129-2130,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-LAL-010163,,40409,30.037132,-89.911901,1
7968,AE23B3DA-8A5F-4C99-8E65-B6D8D2058796,OPERATION SMILE MOBILE DELIVERY UNIT,,318-389-9941,318-389-9943,318-389-5727,,40,N,Y,N,N,N,710 Chisum St,Sicily Island,LA,71368,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,25,Catahoula,22025,22,Louisiana,Region VI,BPS-H80-004014,37307,37307,31.848466,-91.657927,1
7973,21D58E2E-4626-4E2B-974A-710040D65DBC,MCMC - Mer Rouge,,318-283-8887,,318-283-8887,,40,N,Y,N,N,N,108 N 16th St,Mer Rouge,LA,71261-9726,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,67,Morehouse,22067,22,Louisiana,Region VI,BPS-H80-009312,,40233,32.775893,-91.79297,1
8008,061E11EB-A65A-4EC5-BAFD-07CAA1CBD644,St. Thomas Community Wellness Center,,504-529-5558,504-595-5020,504-529-5558,,44,N,Y,N,N,N,2010 Magazine St,New Orleans,LA,70130-5018,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-H80-008403,39083,39873,29.930831,-90.074872,1
8070,798D006D-A6EE-4EC4-BC8F-7291EB481BC5,IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER,62350,337-365-4945,337-560-1012,337-365-4945 x128,www.icchc.org,45,N,Y,N,N,N,806 Jefferson Ter,New Iberia,LA,70560-5727,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,45,Iberia,22045,22,Louisiana,Region VI,BPS-H80-002527,31152,33755,29.985895,-91.812125,1
8253,CA2BFCA5-88A0-4114-A384-AE38A7FF7A6F,Southeast Community Health Systems - St. Helena Elementary School Based Site,06371C,225-222-3240,225-222-3234,225-222-6059,www.shchc.org,40,N,Y,N,N,N,RR 2 Box 31,Greensburg,LA,70441-9502,School,Permanent,Service Delivery Site,Full-Time,Year-Round,91,St. Helena,22091,22,Louisiana,Region VI,BPS-H80-003805,36495,36495,30.89601,-90.690189,1
8328,B21EA8D4-8688-4301-A3D0-E6D9EE7432BA,HEALTH CARE FOR THE HOMELESS,61550,504-658-2785,504-565-8057,504-658-2785,,35,N,N,N,N,Y,2222 Simon Bolivar Ave,New Orleans,LA,70113-1460,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-H80-005105,12/31/1899,32417,29.938872,-90.085198,1
8361,580A364F-E8BE-49BC-B21E-8B542BEFE625,Pointe Coupee Central School Based Clinic,,225-638-3767,225-492-3782,225-492-3775,,40,N,Y,N,N,N,8434 Pointe Coupee Rd,Morganza,LA,70759-3320,School,Permanent,Service Delivery Site,Full-Time,Year-Round,77,Pointe Coupee,22077,22,Louisiana,Region VI,BPS-H80-003060,39393,39393,30.713375,-91.607599,1
8501,FDE80DF7-FB32-46D7-9CAD-281F2D6485A2,St Tammany Community Health Center Slidell,,985-607-0400,985-649-8703,985-785-5800,,40,N,Y,N,N,N,501 Robert Blvd,Slidell,LA,70458-1645,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,103,St. Tammany,22103,22,Louisiana,Region VI,BPS-H80-010854,40739,40781,30.299557,-89.757078,1
8771,210F4361-3F85-43DC-AE94-0F37EBD82610,TALLULAH HEALTH CENTER,06019A,800-308-7566,318-574-5876,318-352-9299,http://www.outpatientmedical.org,42,N,Y,N,N,N,804 N Beech St,Tallulah,LA,71282-3809,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,65,Madison,22065,22,Louisiana,Region VI,BPS-H80-000390,28856,28856,32.4087,-91.183594,1
8832,6A232D23-94B1-42F1-9ABB-E822EF62196A,Kenilworth S&amp;T School Healthy Students,,225-774-1120,225-774-1160,225-774-1120,,40,N,Y,N,N,Y,7600 Boone Ave,Baton Rouge,LA,70808-6716,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,33,East Baton Rouge,22033,22,Louisiana,Region VI,BPS-H80-009120,40018,40078,30.382182,-91.132432,1
8941,D45187A7-5AE8-46C7-8B36-37EE7292C56D,Mobile Medical Unit #3,,504-524-1210,504-524-1491,504-524-1210,www.excelth.com,35,N,Y,N,N,N,2601 Gentilly Blvd,New Orleans,LA,70122-3043,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,71,Orleans,22071,22,Louisiana,Region VI,BPS-H80-006088,39356,39251,29.993342,-90.066453,1
9030,9760CC39-6B09-4B60-B1FF-301D318FAB2D,RAPIDES PRIMARY HEALTH CARE CENTER,67090,318-487-4400,318-487-0525,318-487-4400,,40,N,Y,N,N,N,1217 Willow Glen River Rd,Alexandria,LA,71302-5454,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,79,Rapides,22079,22,Louisiana,Region VI,BPS-H80-001109,35258,37259,31.286491,-92.426439,1
9090,0834577F-D65A-4E40-90C4-DEB6D25D83F6,Primary Health Services Center,,318-323-4450,318-388-0948,318-388-1250,,45,N,Y,N,Y,Y,2914 Betin Ave,Monroe,LA,71201-7258,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Ouachita,22073,22,Louisiana,Region VI,BPS-H80-004906,39431,39431,32.519647,-92.088635,1
9238,F4E51C10-34B8-4629-B285-4E318B2F58A4,Evangeline Family Medicine,,337-942-3390,,337-942-8644,,,N,Y,N,N,N,110 E Lincoln Rd,Ville Platte,LA,70586-3344,All Other Clinic Types,Permanent,Administrative,Part-Time,Year-Round,39,Evangeline,22039,22,Louisiana,Region VI,BPS-H80-008380,39783,39873,30.695372,-92.26946,1
9260,2DD66A0D-A5BC-42DF-9971-228768F004FB,Teche Action Clinic @ Pierre Part,,985-252-6211,337-252-0006,337-828-2550 x117,www.tabhealth.org,40,N,Y,N,N,N,3617 Highway 70 S,Pierre Part,LA,70339-4455,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,7,Assumption,22007,22,Louisiana,Region VI,BPS-H80-008373,39995,39873,29.951518,-91.212879,1
9399,07C771F2-1DF3-4A02-8917-C9F6B61A1AAF,St. Charles Community Health Mobile Unit,,,985-785-2104,985-785-5800,www.stcchc.org,16,N,Y,N,N,N,4105 David Dr,Kenner,LA,70065,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,51,Jefferson,22051,22,Louisiana,Region VI,BPS-H80-008079,39083,39563,30.01896,-90.225819,1
9429,89A19B54-EFAE-4B76-8644-13F1EA11A979,Southeast Community Health Systems - Kentwood Location,06371E,888-414-7247,888-334-9386,888-414-7247 x225,www.shchc.org,40,N,Y,N,N,N,721 Avenue G,Kentwood,LA,70444-2601,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,105,Tangipahoa,22105,22,Louisiana,Region VI,BPS-H80-000475,38139,38139,30.936739,-90.519043,1
9433,66B5350E-FC18-4A34-9746-D2AC0177CA97,St. Martin DePorres Health Care for the Homeless Center,061842B,225-343-9086,225-343-9509,225-774-1198,,40,N,Y,N,N,Y,220 Saint Vincent de Paul Dr,Baton Rouge,LA,70802-3808,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,33,East Baton Rouge,22033,22,Louisiana,Region VI,BPS-H80-004649,37990,37990,30.449007,-91.172686,1
9453,1EA89BB5-F397-4FAA-ADAF-4BD2DB213079,Clinton High Health Center,,,225-683-1312,225-683-5292 x115,www.rkmcare.org,40,N,Y,N,N,N,10410 Plank Rd,Clinton,LA,70722-3710,All Other Clinic Types,Seasonal,Service Delivery Site,Unknown,Seasonal,37,East Feliciana,22037,22,Louisiana,Region VI,BPS-H80-007806,39799,39659,30.855953,-91.009744,1
9454,F2B988C3-3AE0-4F53-9FB8-183B0855C953,SWLA Center for Health Services - Lafayette,,337-769-9451,,337-493-5115,,,N,Y,N,Y,N,500 Patterson St,Lafayette,LA,70501-1849,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,55,Lafayette,22055,22,Louisiana,Region VI,BPS-H80-011096,40739,40906,30.251322,-92.020087,1
9460,52D47EC5-5C7A-4FD7-AA61-316B139363D0,St Charles CHC - 1057 Paul Maillard,,985-785-2045,985-785-0400,985-785-5800,www.stcchc.org,40,N,Y,N,N,N,1057 Paul Maillard Rd # 240,Luling,LA,70070-4349,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,89,St. Charles,22089,22,Louisiana,Region VI,BPS-H80-010278,,40542,29.924535,-90.371728,1
9468,4FBBA349-5901-4C9D-8895-EF177792678F,TECHE ACTION CLINIC AT EDGARD,06018B,985-497-8726,985-497-3108,337-828-2550 x104,www.tabhealth.org,40,N,Y,N,N,N,159 E 3rd St,Edgard,LA,70049-2450,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,95,St. John the Baptist,22095,22,Louisiana,Region VI,BPS-H80-005284,37317,37317,30.044163,-90.559943,1
37,6B090C12-6CC8-4156-8013-76F51D345018,Family Health Care Clinic Inc. Tylertown,,601-876-3858,601-876-9166,601-825-7280,,40,N,Y,N,N,N,113 Enochs St,Tylertown,MS,39667-2711,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,147,Walthall,28147,28,Mississippi,Region IV,BPS-H80-009351,,40241,31.113529,-90.142589,1
226,A52E6110-DEAC-4945-8EAA-9FDCEA626D77,SEMINARY FAMILY HEALTH CENTER,04577B,601-722-3208,601-722-3304,601-722-3208,www.semrhi.com,47,N,Y,N,N,N,100 Highway 535,Seminary,MS,39479-8809,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,31,Covington,28031,28,Mississippi,Region IV,BPS-H80-003486,29799,37989,31.562127,-89.492461,1
298,E76AEB2A-6B84-4C63-9ABD-7DB0313093A4,COMO CLINIC,04615I,662-526-9922,662-526-9463,662-624-4292,www.aehcommunityhealth.org,40,N,Y,N,N,N,103 N Main St,Como,MS,38619,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,107,Panola,28107,28,Mississippi,Region IV,BPS-H80-002769,36472,36171,34.510612,-89.940953,1
309,6C4C40EE-9455-49C7-8C25-CEA80978168C,MCLAIN SCHOOL-GAME School Health Services,04447G,601-753-2574,601-753-2334,601-394-2866,,8,N,Y,N,N,N,Highway 198,Mc Lain,MS,39456,School,Permanent,Service Delivery Site,Full-Time,Year-Round,41,Greene,28041,28,Mississippi,Region IV,BPS-H80-004570,36534,36534,31.11994,-88.837549,1
310,A29039D2-85B2-4107-8320-06CD77CB576D,JACKSON-HINDS JIM HILL HIGH SCHOOL SBHC,04075T,601-362-5321,601-364-5159,601-364-5142,www.jackson-hinds.com,20,N,Y,N,N,Y,2185 Fortune St,Jackson,MS,39204-2333,School,Seasonal,Service Delivery Site,Part-Time,Seasonal,49,Hinds,28049,28,Mississippi,Region IV,BPS-H80-005701,39315,39315,32.290383,-90.219882,1
312,E0573261-A44A-4F89-A60F-0379E079BD4F,CORINTH COMMUNITY HEALTH CENTER,04910D,662-396-4406,662-396-4482,662-224-8951 x230,www.nbchc.net,40,N,Y,N,N,N,3414B Shiloh Ridge Rd,Corinth,MS,38834-8600,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,3,Alcorn,28003,28,Mississippi,Region IV,BPS-H80-000159,38169,37631,34.96322,-88.484719,1
377,7681047B-6E5F-4F96-88C5-39329D4B51DD,WINSTON FAMILY MEDICAL CENTER,04207A,601-779-1175,662-843-8803,601-693-0151,www.gmhcinc.org,40,N,Y,N,N,N,110 Beal Ave,Louisville,MS,39339-9204,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,159,Winston,28159,28,Mississippi,Region IV,BPS-H80-001288,36167,36167,33.109679,-89.046754,1
540,6447408C-72E8-483E-BD32-D771BEB9CFA8,YAZOO COUNTY SHERIFF DEPT,04076G,601-859-0291,601-859-8771,601-859-5213,www.gacfhc.org,20,N,Y,N,N,N,211 E Broadway St,Yazoo City,MS,39194-4500,Correctional Facility,Intermittent,Service Delivery Site,Part-Time,Year-Round,163,Yazoo,28163,28,Mississippi,Region IV,BPS-H80-007232,35735,35745,32.846727,-90.412404,1
555,1C20A9E3-E924-4BC6-B49E-83596B3442FB,Family Health Care Clinic--Meadville,,601-384-3720,601-384-3725,601-825-7280,,,N,Y,N,N,N,445 Main St E,Meadville,MS,39653-9293,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,37,Franklin,28037,28,Mississippi,Region IV,BPS-H80-009349,39980,40241,31.472573,-90.894209,1
625,19DE6BA0-8DFF-42F5-A250-80CB3FEBB898,BROOKLYN FAMILY HEALTH CENTER,04577D,601-582-1188,601-582-8844,601-545-8700,www.semrhi.com,45,N,Y,N,N,N,44 Brooklyn Janice Rd,Brooklyn,MS,39425-9731,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,35,Forrest,28035,28,Mississippi,Region IV,BPS-H80-002839,35735,35735,31.059115,-89.181926,1
686,9BE3B667-BCB9-42D6-8924-981DD2FC2D52,NEW AUGUSTA ELEMENTARY,04577AG,601-964-3226,601-964-8393,601-964-3226,www.semrhi.com,4,N,Y,N,N,N,100 8th Ave S,New Augusta,MS,39462,School,Intermittent,Service Delivery Site,Part-Time,Year-Round,111,Perry,28111,28,Mississippi,Region IV,BPS-H80-006778,38412,38353,31.20811,-89.027865,1
716,1CF948F4-1D4C-49EC-ADEE-29B19F0EA913,HATTIESBURG HIGH SCHOOL CAMPUS CLINIC,04577V,601-544-0811,601-450-6503,601-450-6500,www.semrhi.com,4,N,Y,N,N,N,301 Hutchinson Ave,Hattiesburg,MS,39401-4134,School,Intermittent,Service Delivery Site,Part-Time,Year-Round,35,Forrest,28035,28,Mississippi,Region IV,BPS-H80-005970,38384,38353,31.320912,-89.30993,1
773,0BEED3D9-AB77-49B7-A42C-E04D6F88F4EC,ACCESS FAMILY HEALTH SERVICES INC.,46860,662-651-4637,662-651-4636,662-651-4686,accessfamilyhealth.com,48,N,Y,N,N,N,63420 Highway 25 N,Smithville,MS,38870-9700,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,95,Monroe,28095,28,Mississippi,Region IV,BPS-H80-004950,29228,29228,34.062646,-88.410206,1
829,2D16E191-1757-488D-80B2-E841B940AC80,COASTAL FAMILY HEALTH CENTER ADMINISTRATION,42430,228-374-2494,228-374-2713,228-374-2494,www.coastalfamilyhealth.org,,N,Y,N,N,Y,1046 Division St,Biloxi,MS,39530-2935,Unknown,Permanent,Administrative,Full-Time,Year-Round,47,Harrison,28047,28,Mississippi,Region IV,BPS-H80-005132,28499,28499,30.403518,-88.900697,1
839,0550215E-412B-4648-86F6-0E4534CCEFB0,MT. PLEASANT FAMILY HLTH CLINIC,04306A,662-851-7939,662-838-2100,662-838-2163 x214,http://www.manta.com/coms2/dnbcompany_jh26cg,40,N,Y,N,N,N,154 Old Mt Pleasant Rd,Mount Pleasant,MS,38635,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,93,Marshall,28093,28,Mississippi,Region IV,BPS-H80-000358,33970,33973,34.78989,-89.449819,1
887,D80B6AE0-FAEF-4ADA-9CB4-8DEDC202AA15,HOULKA MEDICAL CLINIC,04686C,662-568-3316,662-568-3360,662-651-4686,accessfamilyhealth.com,40,N,Y,N,N,N,106 Walker St,Houlka,MS,38850-9453,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,17,Chickasaw,28017,28,Mississippi,Region IV,BPS-H80-003122,30318,30318,34.037331,-89.022786,1
910,7F937989-AF1E-426A-9417-49EFB95AB090,Access Family Health Services - Tremont,,662-652-3361,662-652-3363,662-651-4686,accessfamilyhealth.com,43,N,Y,N,N,N,12725 Highway 23 N,Tremont,MS,38876-8735,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Itawamba,28057,28,Mississippi,Region IV,BPS-H80-009502,,40331,34.236652,-88.263112,1
914,755D81D5-CB11-42C2-AA7A-3B152EA243CD,Family Health Care Clinic--Raleigh,,601-782-9919,601-782-9920,601-825-7280,,,N,Y,N,N,N,226 Whiteoak Ave,Raleigh,MS,39153-6082,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,129,Smith,28129,28,Mississippi,Region IV,BPS-H80-009346,,40241,32.037917,-89.524393,1
955,A9809BD0-3F97-4C7F-AAD7-3613CAC3812E,The Calhoun County,,800-508-7481,601-825-8130,601-825-7280,www.familyhealthcareclinic.net,40,N,Y,N,N,N,202 S Main St,Calhoun City,MS,38901-3224,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,43,Grenada,28043,28,Mississippi,Region IV,BPS-H80-000010,39692,39548,33.853737,-89.283522,1
1037,3B9E51DE-B300-41CB-8149-EB34177FB060,MAIN CLINIC SITE,04615E,662-624-4292,662-624-4354,662-624-4292,www.aehcommunityhealth.org,,N,Y,N,N,N,1040 Desoto Ave,Clarksdale,MS,38614-6933,Unknown,Permanent,Administrative,Full-Time,Year-Round,27,Coahoma,28027,28,Mississippi,Region IV,BPS-H80-005197,32905,29526,34.191252,-90.562114,1
1215,20AE3075-151E-4170-9F10-B8B3B94D53E0,CENTRAL MISSISSIPPI HEALTH SERVICES INC.,46080,601-948-5574,601-353-7070,601-948-5572,,52,N,Y,N,N,N,1134 Winter St,Jackson,MS,39204-2841,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,49,Hinds,28049,28,Mississippi,Region IV,BPS-H80-004065,26299,37348,32.290829,-90.204873,1
1255,AD6CD712-4A7A-465A-B101-AEDE4D721254,DELTA HEALTH CENTER INC.,40780,662-741-2151,662-741-2150,662-741-2151,www.tecinfo.com\~dhc1,91,N,Y,N,N,N,702 Martin L King Rd,Mound Bayou,MS,38762,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,11,Bolivar,28011,28,Mississippi,Region IV,BPS-H80-003821,24777,24481,33.87965,-90.726049,1
1310,544F113A-2191-49B8-A11A-4D10C66FAFA7,Family Health Center Inc,,601-785-9580,601-785-9910,601-425-3033,www.lfhc.net,40,N,Y,N,N,N,411 Willis St,Taylorsville,MS,39168-4550,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,129,Smith,28129,28,Mississippi,Region IV,BPS-H80-000021,39475,39523,31.82823,-89.425099,1
1319,A8614DDF-EF5A-40EF-965D-396D7FADFE3E,WOMEN'S HEALTH CLINIC,04075C,601-362-0873,601-981-2016,601-362-5321,www.jackson-hinds.com,48,N,Y,N,N,Y,3502 W Northside Dr,Jackson,MS,39213-4454,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,49,Hinds,28049,28,Mississippi,Region IV,BPS-H80-001292,32356,32356,32.356033,-90.234627,1
1323,F98E4D11-1547-46D6-AA2F-BEF7C444CE09,TALLAHATCHIE SCHOOL BASED CLINIC AARON E. HENRY COMMUNITY,04615F,662-375-8188,662-375-8646,662-624-4292,www.aehcommunityhealth.org,40,N,Y,N,N,N,Highway 49 East Friendshi,Sumner,MS,,School,Intermittent,Service Delivery Site,Full-Time,Year-Round,135,Tallahatchie,28135,28,Mississippi,Region IV,BPS-H80-004217,36465,36465,33.96344,-90.372174,1
1328,AF37E59B-93B5-4BD5-A194-4091C7583DBE,LIBERTY DENTAL SERVICES,04578C,601-657-1236,601-657-9181,601-657-4326,,40,N,Y,N,N,N,102 Freedom Dr,Liberty,MS,39645,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,5,Amite,28005,28,Mississippi,Region IV,BPS-H80-001440,36800,36800,31.162893,-90.791264,1
1410,B6BF0279-0A5B-450A-8C7E-B5FA3F226EE0,DIXIE ATTENDANCE CENTER,04577AA,601-582-4890,601-450-6503,601-545-8700,www.semrhi.com,4,N,Y,N,N,N,790 Elks Lake Rd,Hattiesburg,MS,39401-0357,School,Intermittent,Service Delivery Site,Part-Time,Year-Round,35,Forrest,28035,28,Mississippi,Region IV,BPS-H80-006999,38384,38353,31.2161,-89.303017,1
1487,B5EE839A-5BDD-47F7-B3A0-44976A6A117E,HAWKINS ELEMENTARY SCHOOL,04577R,601-583-1433,601-450-6503,601-450-6500,www.semrhi.com,4,N,Y,N,N,N,526 Forrest St,Hattiesburg,MS,39401-3458,School,Intermittent,Service Delivery Site,Part-Time,Year-Round,35,Forrest,28035,28,Mississippi,Region IV,BPS-H80-006180,38384,38353,31.327346,-89.295208,1
1502,09406038-6413-4782-9F49-8872C9652B0B,JEFFERSON CNTY HIGH SCHOOL CLINI,04880B,601-786-9645,601-786-9645,601-786-9645,,40,N,Y,N,N,N,RR 1 Box 266,Fayette,MS,39069-9801,School,Permanent,Service Delivery Site,Full-Time,Year-Round,63,Jefferson,28063,28,Mississippi,Region IV,BPS-H80-003001,36169,36169,31.710677,-91.068294,1
1531,377F84A0-245F-4954-BD8A-965B2C9C4079,PORT GIBSON MIDDLE BASE CLINIC,04842H,601-437-4251,601-437-3051,601-437-3050,ccfamilyhc@ccfamilyhc.com,32,N,Y,N,N,N,161 Ramsey Dr,Port Gibson,MS,39150-2531,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,21,Claiborne,28021,28,Mississippi,Region IV,BPS-H80-003307,39226,38362,31.95264,-90.987983,1
1551,8E0D6DC9-FB32-4B60-93F9-7780A507402B,COASTAL FAMILY HLTH CTR @ LAMUSE,04243P,228-374-4991,228-436-4527,228-374-2494,www.coastalfamilyhealth.org,40,N,Y,N,N,Y,282 Lameuse St,Biloxi,MS,39530-3108,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,47,Harrison,28047,28,Mississippi,Region IV,BPS-H80-002627,38721,38721,30.402264,-88.887209,1
